timestamp,temperature,humidity
2025-10-15 22:26:09,31.78,36.39
2025-10-15 22:26:14,30.91,74.48
2025-10-15 22:26:19,25.01,49.54
2025-10-15 22:26:24,29.39,56.79
2025-10-15 22:26:29,24.26,48.33
2025-10-15 22:26:34,32.68,43.46
2025-10-15 22:26:39,32.84,69.95
2025-10-15 22:26:44,20.17,31.68
2025-10-15 22:26:49,20.93,74.98
2025-10-15 22:26:54,28.86,67.52
2025-10-15 22:26:59,34.32,54.15
2025-10-15 22:27:04,28.41,36.93
2025-10-15 22:27:09,28.75,68.65
2025-10-15 22:27:14,34.75,46.79
2025-10-15 22:27:19,24.27,57.3
2025-10-15 22:27:24,33.6,63.82
2025-10-15 22:27:29,25.49,77.33
2025-10-15 22:27:34,24.18,52.51
2025-10-15 22:27:39,25.56,34.6
2025-10-15 22:27:44,28.54,48.02
2025-10-15 22:27:49,20.45,59.84
2025-10-15 22:27:54,22.03,67.6
2025-10-15 22:27:59,29.03,64.56
2025-10-15 22:28:04,29.36,71.68
2025-10-15 22:28:09,24.01,33.07
2025-10-15 22:28:14,29.39,36.59
2025-10-15 22:28:19,20.9,78.65
2025-10-15 22:28:24,33.08,45.47
2025-10-15 22:28:29,20.69,37.08
2025-10-15 22:28:34,32.93,64.89
2025-10-15 22:28:39,26.4,67.76
2025-10-15 22:28:44,24.04,38.41
2025-10-15 22:28:49,33.22,68.07
2025-10-15 22:28:54,34.54,42.57
2025-10-15 22:28:59,28.26,72.08
2025-10-15 22:29:04,25.54,53.99
2025-10-15 22:29:09,21.02,31.93
2025-10-15 22:29:14,26.16,54.35
2025-10-15 22:29:19,23.9,56.64
2025-10-15 22:29:24,24.53,69.88
2025-10-15 22:29:29,33.52,31.07
2025-10-15 22:29:34,32.84,50.76
2025-10-15 22:29:39,21.96,30.6
2025-10-15 22:29:44,24.92,57.95
2025-10-15 22:29:49,24.73,31.46
2025-10-15 22:29:54,20.38,54.09
2025-10-15 22:29:59,29.66,42.33
2025-10-15 22:30:04,23.95,31.06
2025-10-15 22:30:09,20.1,52.22
2025-10-15 22:30:14,32.85,40.45
2025-10-15 22:30:19,23.74,64.52
2025-10-15 22:30:24,33.08,39.3
2025-10-15 22:30:29,30.47,58.54
2025-10-15 22:30:34,24.8,34.25
2025-10-15 22:30:39,28.2,44.82
2025-10-15 22:30:44,33.96,55.03
2025-10-15 22:30:49,33.94,71.92
2025-10-15 22:30:54,24.06,34.65
2025-10-15 22:30:59,20.57,57.72
2025-10-15 22:31:04,24.88,78.86
2025-10-15 22:31:09,24.56,76.86
2025-10-15 22:31:14,27.5,31.81
2025-10-15 22:31:19,32.9,71.25
2025-10-15 22:31:24,29.5,65.1
2025-10-15 22:31:29,25.43,76.97
2025-10-15 22:31:34,26.0,63.07
2025-10-15 22:31:39,25.07,42.3
2025-10-15 22:31:44,32.5,65.71
2025-10-15 22:31:49,33.05,69.62
2025-10-15 22:31:54,31.75,67.59
2025-10-15 22:31:59,24.93,37.8
2025-10-15 22:32:04,22.59,39.58
2025-10-15 22:32:09,26.0,33.86
2025-10-15 22:32:14,22.05,43.0
2025-10-15 22:32:19,26.85,40.92
2025-10-15 22:32:24,32.38,61.59
2025-10-15 22:32:29,28.33,47.3
2025-10-15 22:32:34,20.04,32.89
2025-10-15 22:32:39,22.34,59.96
2025-10-15 22:32:44,31.5,35.82
2025-10-15 22:32:49,26.93,31.69
2025-10-15 22:32:54,29.98,78.25
2025-10-15 22:32:59,21.16,67.8
2025-10-15 22:33:04,33.38,42.53
2025-10-15 22:33:09,30.4,61.69
2025-10-15 22:33:14,31.18,76.12
2025-10-15 22:33:19,29.65,48.92
2025-10-15 22:33:24,33.44,38.76
2025-10-15 22:33:29,21.94,69.24
2025-10-15 22:33:34,30.78,74.22
2025-10-15 22:33:39,28.3,67.53
2025-10-15 22:33:44,25.18,78.0
2025-10-15 22:33:49,20.21,34.51
2025-10-15 22:33:54,33.6,70.61
2025-10-15 22:34:00,28.28,55.86
2025-10-15 22:34:05,20.04,30.46
2025-10-15 22:34:10,26.38,44.52
2025-10-15 22:34:15,32.78,56.05
2025-10-15 22:34:20,33.64,54.91
2025-10-15 22:34:25,22.66,56.68
2025-10-15 22:34:30,25.37,61.83
2025-10-15 22:34:35,22.61,76.92
2025-10-15 22:34:40,33.0,54.1
2025-10-15 22:34:45,26.02,72.42
2025-10-15 22:34:50,22.04,54.84
2025-10-15 22:34:55,23.05,39.04
2025-10-15 22:35:00,24.84,58.42
2025-10-15 22:35:05,29.75,47.37
2025-10-15 22:35:11,24.94,51.14
2025-10-15 22:35:16,23.64,61.75
2025-10-15 22:35:21,26.81,52.49
2025-10-15 22:35:26,31.45,61.51
2025-10-15 22:35:31,33.58,34.14
2025-10-15 22:35:36,27.5,45.42
2025-10-15 22:35:41,33.39,77.04
2025-10-15 22:35:46,21.33,30.53
2025-10-15 22:35:51,29.29,49.8
2025-10-15 22:35:56,28.52,78.41
2025-10-15 22:36:01,20.45,78.53
2025-10-15 22:36:06,33.07,47.32
2025-10-15 22:36:11,32.14,60.38
2025-10-15 22:36:16,32.26,72.68
2025-10-15 22:36:21,25.24,66.04
2025-10-15 22:36:26,26.04,54.53
2025-10-15 22:36:31,30.8,37.96
2025-10-15 22:36:36,22.1,64.26
2025-10-15 22:36:41,34.61,34.56
2025-10-15 22:36:46,30.33,77.3
2025-10-15 22:36:51,23.85,61.82
2025-10-15 22:36:56,28.67,76.03
2025-10-15 22:37:01,30.03,51.08
2025-10-15 22:37:06,34.41,39.54
2025-10-15 22:37:11,27.17,41.94
2025-10-15 22:37:16,31.92,38.93
2025-10-15 22:37:21,27.31,65.69
2025-10-15 22:37:26,21.06,56.28
2025-10-15 22:37:31,21.2,74.27
2025-10-15 22:37:36,23.83,69.82
2025-10-15 22:37:41,32.56,70.47
2025-10-15 22:37:46,33.23,52.52
2025-10-15 22:37:51,26.53,44.8
2025-10-15 22:37:56,21.63,44.68
2025-10-15 22:38:01,25.06,70.19
2025-10-15 22:38:06,22.59,65.72
2025-10-15 22:38:11,24.37,79.61
2025-10-15 22:38:16,29.11,54.1
2025-10-15 22:38:21,24.49,65.28
2025-10-15 22:38:26,23.69,56.1
2025-10-15 22:38:31,30.48,73.63
2025-10-15 22:38:36,27.2,72.16
2025-10-15 22:38:41,24.58,74.61
2025-10-15 22:38:46,27.58,71.21
2025-10-15 22:38:51,28.72,31.5
2025-10-15 22:38:56,27.71,36.76
2025-10-15 22:39:01,21.52,46.18
2025-10-15 22:39:06,26.21,41.98
2025-10-15 22:39:11,28.15,45.94
2025-10-15 22:39:16,20.89,41.25
2025-10-15 22:39:21,23.13,61.34
2025-10-15 22:39:26,28.4,35.49
2025-10-15 22:39:31,31.54,49.84
2025-10-15 22:39:36,22.09,49.49
2025-10-15 22:39:41,33.08,45.85
2025-10-15 22:39:46,24.06,34.85
2025-10-15 22:39:51,24.54,42.42
2025-10-15 22:39:56,22.95,63.78
2025-10-15 22:40:01,31.21,56.8
2025-10-15 22:40:06,30.4,58.93
2025-10-15 22:40:11,30.59,70.72
2025-10-15 22:40:16,32.51,56.86
2025-10-15 22:40:21,30.17,75.37
2025-10-15 22:40:26,22.16,63.84
2025-10-15 22:40:31,30.01,61.1
2025-10-15 22:40:36,28.37,76.39
2025-10-15 22:40:41,30.52,50.84
2025-10-15 22:40:46,25.77,74.24
2025-10-15 22:40:51,29.37,43.58
2025-10-15 22:40:56,22.34,72.42
2025-10-15 22:41:01,33.65,50.54
2025-10-15 22:41:06,22.72,67.52
2025-10-15 22:41:11,22.26,48.58
2025-10-15 22:41:16,32.37,31.08
2025-10-15 22:41:21,34.67,32.31
2025-10-15 22:41:26,20.52,64.93
2025-10-15 22:41:31,21.3,56.08
2025-10-15 22:41:36,32.71,54.81
2025-10-15 22:41:41,26.7,76.12
2025-10-15 22:41:46,22.52,62.65
2025-10-15 22:41:51,33.73,45.7
2025-10-15 22:41:56,31.55,30.71
2025-10-15 22:42:01,25.87,65.39
2025-10-15 22:42:06,27.01,62.38
2025-10-15 22:42:11,29.24,76.98
2025-10-15 22:42:16,31.75,58.62
2025-10-15 22:42:21,21.31,62.54
2025-10-15 22:42:26,27.68,41.42
2025-10-15 22:42:31,20.18,79.49
2025-10-15 22:42:36,33.6,61.79
2025-10-15 22:42:41,20.21,49.45
2025-10-15 22:42:46,21.84,61.54
2025-10-15 22:42:51,27.14,33.19
2025-10-15 22:42:56,24.99,33.22
2025-10-15 22:43:01,27.15,38.02
2025-10-15 22:43:06,32.68,37.86
2025-10-15 22:43:11,29.15,57.63
2025-10-15 22:43:16,27.71,44.64
2025-10-15 22:43:21,29.82,78.09
2025-10-15 22:43:26,31.82,35.85
2025-10-15 22:43:31,28.25,43.66
2025-10-15 22:43:36,28.3,42.55
2025-10-15 22:43:41,34.48,78.14
2025-10-15 22:43:46,33.31,38.3
2025-10-15 22:43:51,21.69,79.7
2025-10-15 22:43:56,23.25,36.94
2025-10-15 22:44:01,24.12,32.08
2025-10-15 22:44:06,26.14,44.71
2025-10-15 22:44:11,27.3,46.23
2025-10-15 22:44:16,30.49,44.86
2025-10-15 22:44:21,29.16,39.18
2025-10-15 22:44:26,30.27,79.26
2025-10-15 22:44:31,28.89,46.66
2025-10-15 22:44:36,30.61,53.15
2025-10-15 22:44:41,27.87,68.82
2025-10-15 22:44:46,26.82,39.93
2025-10-15 22:44:51,28.23,56.76
2025-10-15 22:44:56,28.38,69.96
2025-10-15 22:45:01,26.55,64.25
2025-10-15 22:45:06,32.63,79.41
2025-10-15 22:45:11,21.05,36.98
2025-10-15 22:45:16,24.22,30.85
2025-10-15 22:45:22,22.01,41.08
2025-10-15 22:45:27,33.9,31.38
2025-10-15 22:45:32,23.15,77.29
2025-10-15 22:45:37,23.7,39.46
2025-10-15 22:45:42,26.6,50.86
2025-10-15 22:45:47,26.08,55.63
2025-10-15 22:45:52,20.81,50.36
2025-10-15 22:45:57,27.36,47.25
2025-10-15 22:46:02,32.79,65.9
2025-10-15 22:46:07,22.51,31.27
2025-10-15 22:46:12,31.75,54.24
2025-10-15 22:46:17,34.22,45.66
2025-10-15 22:46:22,32.44,40.95
2025-10-15 22:46:27,33.23,75.03
2025-10-15 22:46:32,22.09,31.0
2025-10-15 22:46:37,23.97,61.39
2025-10-15 22:46:42,23.08,37.1
2025-10-15 22:46:47,32.13,47.18
2025-10-15 22:46:52,31.26,61.34
2025-10-15 22:46:57,23.85,65.77
2025-10-15 22:47:02,25.52,69.76
2025-10-15 22:47:07,32.23,36.3
2025-10-15 22:47:12,25.4,33.33
2025-10-15 22:47:17,22.29,36.81
2025-10-15 22:47:22,20.18,57.37
2025-10-15 22:47:27,25.08,72.75
2025-10-15 22:47:32,30.41,41.7
2025-10-15 22:47:37,31.29,77.77
2025-10-15 22:47:42,25.09,62.04
2025-10-15 22:47:47,21.93,71.94
2025-10-15 22:47:52,30.14,31.95
2025-10-15 22:47:57,20.48,68.17
2025-10-15 22:48:02,29.61,31.35
2025-10-15 22:48:07,22.49,64.93
2025-10-15 22:48:12,25.22,59.12
2025-10-15 22:48:17,24.56,77.85
2025-10-15 22:48:22,27.79,69.82
2025-10-15 22:48:27,29.69,73.07
2025-10-15 22:48:32,22.64,52.93
2025-10-15 22:48:37,21.57,61.96
2025-10-15 22:48:42,29.64,70.43
2025-10-15 22:48:47,25.74,39.93
2025-10-15 22:48:52,25.2,53.74
2025-10-15 22:48:57,30.44,57.0
2025-10-15 22:49:02,21.57,50.61
2025-10-15 22:49:07,23.5,34.76
2025-10-15 22:49:12,22.84,36.33
2025-10-15 22:49:17,27.44,79.57
2025-10-15 22:49:22,34.16,71.28
2025-10-15 22:49:27,33.54,39.18
2025-10-15 22:49:32,21.78,79.25
2025-10-15 22:49:37,22.56,78.81
2025-10-15 22:49:42,24.69,44.1
2025-10-15 22:49:47,23.0,49.46
2025-10-15 22:49:52,23.07,67.66
2025-10-15 22:49:57,25.5,51.41
2025-10-15 22:50:02,27.5,73.35
2025-10-15 22:50:07,22.11,40.43
2025-10-15 22:50:12,25.27,44.69
2025-10-15 22:50:17,23.98,33.28
2025-10-15 22:50:22,23.56,66.74
2025-10-15 22:50:27,28.78,55.97
2025-10-15 22:50:32,21.23,65.6
2025-10-15 22:50:37,31.05,42.99
2025-10-15 22:50:42,26.69,54.79
2025-10-15 22:50:47,21.0,40.01
2025-10-15 22:50:52,32.49,70.63
2025-10-15 22:50:57,25.86,79.28
2025-10-15 22:51:02,27.31,54.7
2025-10-15 22:51:07,24.48,67.89
2025-10-15 22:51:12,27.27,34.27
2025-10-15 22:51:17,28.15,71.87
2025-10-15 22:51:22,33.68,73.67
2025-10-15 22:51:27,25.77,69.41
2025-10-15 22:51:32,23.79,48.92
2025-10-15 22:51:37,27.97,58.22
2025-10-15 22:51:42,30.38,55.24
2025-10-15 22:51:47,22.24,51.02
2025-10-15 22:51:52,23.34,70.54
2025-10-15 22:51:57,24.6,64.76
2025-10-15 22:52:02,34.15,43.16
2025-10-15 22:52:07,25.64,63.96
2025-10-15 22:52:12,26.52,60.16
2025-10-15 22:52:17,24.36,72.87
2025-10-15 22:52:22,31.96,66.15
2025-10-15 22:52:27,30.05,64.69
2025-10-15 22:52:32,29.03,42.12
2025-10-15 22:52:37,24.65,50.62
2025-10-15 22:52:42,28.56,79.68
2025-10-15 22:52:47,31.74,32.48
2025-10-15 22:52:52,29.15,30.34
2025-10-15 22:52:57,24.09,44.69
2025-10-15 22:53:02,24.81,79.82
2025-10-15 22:53:07,20.52,69.17
2025-10-15 22:53:12,20.68,63.75
2025-10-15 22:53:17,20.22,58.99
2025-10-15 22:53:22,20.89,55.93
2025-10-15 22:53:27,34.44,31.94
2025-10-15 22:53:32,32.5,58.02
2025-10-15 22:53:37,23.31,43.09
2025-10-15 22:53:42,28.43,46.22
2025-10-15 22:53:47,26.28,38.04
2025-10-15 22:53:52,32.01,62.89
2025-10-15 22:53:57,22.36,37.17
2025-10-15 22:54:02,22.42,39.12
2025-10-15 22:54:07,22.15,55.86
2025-10-15 22:54:12,20.85,59.18
2025-10-15 22:54:17,26.05,33.14
2025-10-15 22:54:22,23.66,52.25
2025-10-15 22:54:27,34.91,39.32
2025-10-15 22:54:32,33.95,65.55
2025-10-15 22:54:37,31.9,46.12
2025-10-15 22:54:42,22.17,34.94
2025-10-15 22:54:47,25.33,45.85
2025-10-15 22:54:52,27.2,34.78
2025-10-15 22:54:57,27.77,77.21
2025-10-15 22:55:02,34.93,35.24
2025-10-15 22:55:07,32.72,79.89
2025-10-15 22:55:12,20.38,75.9
2025-10-15 22:55:17,29.18,57.64
2025-10-15 22:55:22,29.61,63.67
2025-10-15 22:55:27,30.43,61.62
2025-10-15 22:55:32,24.56,30.17
2025-10-15 22:55:37,31.22,77.89
2025-10-15 22:55:42,26.39,42.09
2025-10-15 22:55:47,30.97,78.81
2025-10-15 22:55:52,29.76,67.38
2025-10-15 22:55:57,26.71,38.8
2025-10-15 22:56:02,32.68,64.45
2025-10-15 22:56:07,22.74,42.84
2025-10-15 22:56:12,24.14,78.16
2025-10-15 22:56:17,26.72,75.22
2025-10-15 22:56:22,34.84,31.49
2025-10-15 22:56:27,21.16,35.54
2025-10-15 22:56:32,23.94,33.55
2025-10-15 22:56:37,20.28,45.08
2025-10-15 22:56:42,21.9,67.72
2025-10-15 22:56:47,32.46,66.53
2025-10-15 22:56:52,23.49,41.94
2025-10-15 22:56:57,30.23,64.8
2025-10-15 22:57:02,20.79,44.06
2025-10-15 22:57:07,34.67,50.87
2025-10-15 22:57:12,31.31,52.35
2025-10-15 22:57:17,29.87,38.47
2025-10-15 22:57:22,34.68,38.77
2025-10-15 22:57:27,23.55,67.06
2025-10-15 22:57:32,20.82,46.67
2025-10-15 22:57:37,25.27,75.63
2025-10-15 22:57:42,32.57,61.28
2025-10-15 22:57:47,23.65,53.15
2025-10-15 22:57:52,28.21,31.74
2025-10-15 22:57:57,29.76,30.77
2025-10-15 22:58:02,22.61,37.95
2025-10-15 22:58:07,27.92,48.45
2025-10-15 22:58:12,21.63,39.86
2025-10-15 22:58:17,33.49,64.72
2025-10-15 22:58:22,26.31,76.49
2025-10-15 22:58:27,21.65,35.37
2025-10-15 22:58:32,29.81,40.8
2025-10-15 22:58:37,22.28,36.93
2025-10-15 22:58:42,24.34,50.42
2025-10-15 22:58:47,20.73,60.08
2025-10-15 22:58:52,32.89,68.25
2025-10-15 22:58:57,31.73,37.29
2025-10-15 22:59:02,30.96,74.33
2025-10-15 22:59:07,28.69,72.06
2025-10-15 22:59:12,27.14,35.78
2025-10-15 22:59:17,25.01,53.99
2025-10-15 22:59:22,29.85,69.82
2025-10-15 22:59:27,20.43,47.24
2025-10-15 22:59:32,31.53,32.82
2025-10-15 22:59:37,32.94,75.48
2025-10-15 22:59:42,22.55,31.51
2025-10-15 22:59:47,30.87,57.58
2025-10-15 22:59:52,25.9,43.23
2025-10-15 22:59:57,33.19,44.01
2025-10-15 23:00:02,24.36,68.62
2025-10-15 23:00:07,26.75,75.81
2025-10-15 23:00:12,27.14,47.62
2025-10-15 23:00:17,23.56,35.85
2025-10-15 23:00:22,22.45,77.48
2025-10-15 23:00:27,26.79,45.02
2025-10-15 23:00:32,32.37,31.47
2025-10-15 23:00:37,31.08,43.23
2025-10-15 23:00:42,31.26,47.94
2025-10-15 23:00:47,23.46,63.57
2025-10-15 23:00:52,34.25,48.59
2025-10-15 23:00:57,26.06,62.03
2025-10-15 23:01:02,30.53,62.25
2025-10-15 23:01:07,29.25,48.63
2025-10-15 23:01:12,21.09,58.14
2025-10-15 23:01:17,23.82,46.05
2025-10-15 23:01:22,23.13,49.0
2025-10-15 23:01:27,28.95,30.16
2025-10-15 23:01:32,22.11,45.55
2025-10-15 23:01:37,32.62,37.75
2025-10-15 23:01:42,25.03,66.98
2025-10-15 23:01:47,29.24,47.48
2025-10-15 23:01:52,32.12,31.49
2025-10-15 23:01:57,27.07,71.46
2025-10-15 23:02:02,22.95,38.73
2025-10-15 23:02:07,26.42,61.82
2025-10-15 23:02:12,22.11,41.03
2025-10-15 23:02:17,21.34,32.61
2025-10-15 23:02:22,31.45,55.75
2025-10-15 23:02:27,22.71,54.48
2025-10-15 23:02:32,29.98,49.75
2025-10-15 23:02:37,27.45,41.28
2025-10-15 23:02:42,32.26,35.73
2025-10-15 23:02:47,25.58,67.37
2025-10-15 23:02:52,33.49,63.55
2025-10-15 23:02:57,20.26,69.19
2025-10-15 23:03:02,27.0,45.05
2025-10-15 23:03:07,27.69,44.07
2025-10-15 23:03:12,21.16,34.25
2025-10-15 23:03:17,23.03,64.69
2025-10-15 23:03:22,22.14,52.74
2025-10-15 23:03:27,32.01,79.2
2025-10-15 23:03:32,29.42,38.19
2025-10-15 23:03:37,20.07,61.64
2025-10-15 23:03:42,34.24,75.92
2025-10-15 23:03:47,26.15,59.14
2025-10-15 23:03:52,26.02,75.01
2025-10-15 23:03:58,26.14,31.29
2025-10-15 23:04:03,33.51,44.32
2025-10-15 23:04:08,33.68,64.56
2025-10-15 23:04:13,29.63,40.41
2025-10-15 23:04:18,30.94,43.93
2025-10-15 23:04:23,29.0,31.31
2025-10-15 23:04:28,24.96,55.61
2025-10-15 23:04:33,30.45,74.73
2025-10-15 23:04:38,34.24,41.63
2025-10-15 23:04:43,28.41,43.18
2025-10-15 23:04:48,20.73,57.94
2025-10-15 23:04:53,27.53,46.29
2025-10-15 23:04:58,23.77,38.1
2025-10-15 23:05:03,20.16,70.06
2025-10-15 23:05:08,32.11,69.66
2025-10-15 23:05:13,26.88,73.8
2025-10-15 23:05:18,27.95,35.27
2025-10-15 23:05:23,29.74,65.94
2025-10-15 23:05:28,27.77,55.92
2025-10-15 23:05:33,33.37,57.51
2025-10-15 23:05:38,28.24,43.8
2025-10-15 23:05:43,24.46,62.28
2025-10-15 23:05:48,22.46,71.56
2025-10-15 23:05:53,22.06,32.17
2025-10-15 23:05:58,28.62,79.89
2025-10-15 23:06:03,29.8,56.26
2025-10-15 23:06:08,30.9,77.07
2025-10-15 23:06:13,31.21,70.56
2025-10-15 23:06:18,23.52,35.54
2025-10-15 23:06:23,20.79,52.98
2025-10-15 23:06:28,29.04,32.58
2025-10-15 23:06:33,33.91,78.39
2025-10-15 23:06:38,32.78,75.43
2025-10-15 23:06:43,22.72,72.08
2025-10-15 23:06:48,24.82,64.91
2025-10-15 23:06:53,27.22,39.18
2025-10-15 23:06:58,24.58,76.5
2025-10-15 23:07:03,32.27,37.37
2025-10-15 23:07:08,29.34,73.27
2025-10-15 23:07:13,34.27,63.66
2025-10-15 23:07:18,33.72,31.76
2025-10-15 23:07:23,34.45,30.9
2025-10-15 23:07:28,28.19,74.92
2025-10-15 23:07:33,34.74,52.38
2025-10-15 23:07:38,34.24,75.1
2025-10-15 23:07:43,31.78,70.01
2025-10-15 23:07:48,22.92,35.55
2025-10-15 23:07:53,25.72,43.18
2025-10-15 23:07:58,31.58,46.92
2025-10-15 23:08:03,20.71,42.4
2025-10-15 23:08:08,21.68,44.32
2025-10-15 23:08:13,22.84,45.04
2025-10-15 23:08:18,20.21,74.79
2025-10-15 23:08:23,23.99,42.16
2025-10-15 23:08:28,24.59,43.59
2025-10-15 23:08:33,32.36,68.43
2025-10-15 23:08:38,27.42,71.86
2025-10-15 23:08:43,27.72,33.84
2025-10-15 23:08:48,29.52,35.93
2025-10-15 23:08:53,31.35,41.2
2025-10-15 23:08:58,22.13,46.11
2025-10-15 23:09:03,21.07,44.06
2025-10-15 23:09:08,33.49,36.45
2025-10-15 23:09:13,33.21,36.01
2025-10-15 23:09:18,29.18,70.2
2025-10-15 23:09:23,29.8,71.67
2025-10-15 23:09:28,32.97,62.21
2025-10-15 23:09:33,30.15,39.81
2025-10-15 23:09:38,33.26,60.1
2025-10-15 23:09:43,29.11,53.78
2025-10-15 23:09:48,25.57,62.87
2025-10-15 23:09:53,31.48,41.92
2025-10-15 23:09:58,29.82,62.32
2025-10-15 23:10:03,34.48,32.54
2025-10-15 23:10:08,27.9,45.28
2025-10-15 23:10:13,28.5,68.06
2025-10-15 23:10:18,33.15,33.49
2025-10-15 23:10:23,26.3,41.99
2025-10-15 23:10:28,22.73,56.86
2025-10-15 23:10:33,27.46,49.71
2025-10-15 23:10:38,31.27,42.0
2025-10-15 23:10:43,32.46,41.73
2025-10-15 23:10:48,30.88,50.76
2025-10-15 23:10:53,27.49,65.41
2025-10-15 23:10:58,31.46,54.75
2025-10-15 23:11:03,34.03,74.2
2025-10-15 23:11:08,28.46,54.55
2025-10-15 23:11:13,31.08,78.59
2025-10-15 23:11:18,32.91,64.77
2025-10-15 23:11:23,22.3,65.91
2025-10-15 23:11:28,27.9,65.23
2025-10-15 23:11:33,22.02,42.78
2025-10-15 23:11:38,20.42,64.4
2025-10-15 23:11:43,34.54,51.38
2025-10-15 23:11:48,33.43,61.31
2025-10-15 23:11:53,20.96,52.69
2025-10-15 23:11:58,28.49,43.6
2025-10-15 23:12:03,29.56,30.5
2025-10-15 23:12:08,22.16,54.98
2025-10-15 23:12:13,24.29,54.8
2025-10-15 23:12:18,34.99,61.89
2025-10-15 23:12:23,21.22,57.69
2025-10-15 23:12:28,21.2,60.07
2025-10-15 23:12:33,30.88,31.86
2025-10-15 23:12:38,25.12,59.08
2025-10-15 23:12:43,30.92,71.41
2025-10-15 23:12:48,28.18,50.52
2025-10-15 23:12:53,34.52,30.7
2025-10-15 23:12:58,32.2,34.43
2025-10-15 23:13:03,29.06,78.6
2025-10-15 23:13:08,26.12,73.01
2025-10-15 23:13:13,32.25,38.89
2025-10-15 23:13:18,26.09,79.26
2025-10-15 23:13:23,31.35,66.17
2025-10-15 23:13:28,21.44,46.86
2025-10-15 23:13:33,23.31,33.38
2025-10-15 23:13:38,20.51,54.13
2025-10-15 23:13:43,23.81,36.68
2025-10-15 23:13:48,31.72,56.67
2025-10-15 23:13:53,29.67,42.48
2025-10-15 23:13:58,29.77,53.76
2025-10-15 23:14:03,28.09,32.66
2025-10-15 23:14:08,25.46,68.02
2025-10-15 23:14:13,29.63,64.98
2025-10-15 23:14:18,28.78,44.29
2025-10-15 23:14:23,32.09,66.23
2025-10-15 23:14:28,28.4,60.71
2025-10-15 23:14:33,22.95,33.18
2025-10-15 23:14:38,33.12,30.74
2025-10-15 23:14:43,26.21,74.46
2025-10-15 23:14:48,33.03,37.58
2025-10-15 23:14:53,21.03,74.68
2025-10-15 23:14:58,26.27,43.43
2025-10-15 23:15:03,24.82,73.86
